Timestamp,Open,High,Low,Close,Volume
1684713600000,26747.78000000,26747.79000000,26741.81000000,26744.12000000,11.79164000
1684713660000,26744.12000000,26761.79000000,26736.71000000,26761.18000000,75.32158000
1684713720000,26761.17000000,26761.18000000,26755.67000000,26756.99000000,20.14574000
1684713780000,26757.00000000,26758.81000000,26756.99000000,26758.81000000,4.07258000
1684713840000,26758.81000000,26760.60000000,26758.81000000,26760.59000000,4.81162000
1684713900000,26760.60000000,26769.50000000,26760.59000000,26769.50000000,6.94033000
1684713960000,26769.49000000,26769.50000000,26769.49000000,26769.50000000,3.06878000
1684714020000,26769.49000000,26769.85000000,26769.49000000,26769.85000000,3.78710000
1684714080000,26769.84000000,26779.34000000,26769.84000000,26779.33000000,12.60655000
1684714140000,26779.34000000,26779.34000000,26779.33000000,26779.33000000,2.46026000
1684714200000,26779.33000000,26779.34000000,26779.33000000,26779.33000000,4.37862000
1684714260000,26779.33000000,26779.51000000,26779.33000000,26779.50000000,8.11038000
1684714320000,26779.50000000,26779.51000000,26779.50000000,26779.50000000,5.39617000
1684714380000,26779.51000000,26779.51000000,26779.50000000,26779.50000000,2.91989000
1684714440000,26779.51000000,26779.51000000,26779.50000000,26779.51000000,5.56596000
1684714500000,26779.51000000,26779.54000000,26779.50000000,26779.54000000,3.96036000
1684714560000,26779.54000000,26779.54000000,26779.52000000,26779.52000000,2.25796000
1684714620000,26779.53000000,26779.53000000,26779.52000000,26779.53000000,6.44670000
1684714680000,26779.53000000,26779.53000000,26762.72000000,26762.73000000,15.28897000
1684714740000,26762.72000000,26766.18000000,26762.72000000,26766.18000000,5.28764000
1684714800000,26766.17000000,26766.18000000,26761.79000000,26761.80000000,5.11286000
1684714860000,26761.79000000,26761.80000000,26757.02000000,26757.03000000,14.31591000
1684714920000,26757.02000000,26757.03000000,26749.11000000,26749.11000000,5.08541000
1684714980000,26749.12000000,26749.12000000,26749.11000000,26749.11000000,3.64651000
1684715040000,26749.11000000,26749.12000000,26740.93000000,26740.93000000,7.09959000
1684715100000,26740.94000000,26740.94000000,26691.39000000,26702.89000000,37.62452000
1684715160000,26702.89000000,26704.46000000,26687.13000000,26696.37000000,21.53712000
1684715220000,26696.38000000,26724.69000000,26696.37000000,26716.04000000,24.93530000
1684715280000,26716.04000000,26716.05000000,26696.81000000,26696.81000000,9.89557000
1684715340000,26696.82000000,26700.04000000,26687.60000000,26700.04000000,9.18251000
1684715400000,26700.03000000,26700.04000000,26549.29000000,26608.99000000,676.60768000
1684715460000,26608.99000000,26631.80000000,26594.08000000,26621.10000000,70.88571000
1684715520000,26621.09000000,26648.82000000,26595.50000000,26637.65000000,56.63580000
1684715580000,26637.64000000,26638.26000000,26620.24000000,26620.25000000,28.37254000
1684715640000,26620.24000000,26620.25000000,26598.60000000,26603.11000000,38.55179000
1684715700000,26603.12000000,26605.78000000,26572.13000000,26573.31000000,64.23125000
1684715760000,26573.31000000,26608.40000000,26567.98000000,26606.68000000,57.17596000
1684715820000,26606.67000000,26629.75000000,26593.57000000,26627.44000000,28.22741000
1684715880000,26627.43000000,26635.17000000,26614.12000000,26626.72000000,24.69264000
1684715940000,26626.71000000,26641.30000000,26626.71000000,26641.30000000,9.13154000
1684716000000,26641.30000000,26641.30000000,26617.42000000,26617.42000000,34.67246000
1684716060000,26617.43000000,26634.79000000,26613.57000000,26619.28000000,28.32758000
1684716120000,26619.27000000,26639.00000000,26619.27000000,26635.63000000,33.65182000
1684716180000,26635.63000000,26636.98000000,26619.19000000,26624.32000000,17.83593000
1684716240000,26624.31000000,26631.98000000,26624.31000000,26627.99000000,6.28122000
1684716300000,26627.98000000,26628.35000000,26627.98000000,26628.34000000,8.86027000
1684716360000,26628.34000000,26630.19000000,26585.30000000,26600.82000000,60.19595000
1684716420000,26600.82000000,26628.70000000,26600.82000000,26628.32000000,34.16804000
1684716480000,26628.32000000,26646.52000000,26626.21000000,26639.93000000,24.32850000
1684716540000,26639.93000000,26661.75000000,26639.93000000,26659.81000000,11.92619000
1684716600000,26659.81000000,26659.82000000,26637.18000000,26644.12000000,34.35895000
1684716660000,26644.13000000,26666.53000000,26641.32000000,26666.53000000,14.83661000
1684716720000,26666.53000000,26669.46000000,26663.13000000,26663.13000000,19.79615000
