Timestamp,Open,High,Low,Close,Volume
1684713600000,26747.78000000,26761.79000000,26736.71000000,26756.99000000,107.25896000
1684713780000,26757.00000000,26769.50000000,26756.99000000,26769.50000000,15.82453000
1684713960000,26769.49000000,26779.34000000,26769.49000000,26779.33000000,19.46243000
1684714140000,26779.34000000,26779.51000000,26779.33000000,26779.50000000,14.94926000
1684714320000,26779.50000000,26779.51000000,26779.50000000,26779.51000000,13.88202000
1684714500000,26779.51000000,26779.54000000,26779.50000000,26779.53000000,12.66502000
1684714680000,26779.53000000,26779.53000000,26761.79000000,26761.80000000,25.68947000
1684714860000,26761.79000000,26761.80000000,26749.11000000,26749.11000000,23.04783000
1684715040000,26749.11000000,26749.12000000,26687.13000000,26696.37000000,66.26123000
1684715220000,26696.38000000,26724.69000000,26687.60000000,26700.04000000,44.01338000
1684715400000,26700.03000000,26700.04000000,26549.29000000,26637.65000000,804.12919000
1684715580000,26637.64000000,26638.26000000,26572.13000000,26573.31000000,131.15558000
1684715760000,26573.31000000,26635.17000000,26567.98000000,26626.72000000,110.09601000
1684715940000,26626.71000000,26641.30000000,26613.57000000,26619.28000000,72.13158000
1684716120000,26619.27000000,26639.00000000,26619.19000000,26627.99000000,57.76897000
1684716300000,26627.98000000,26630.19000000,26585.30000000,26628.32000000,103.22426000
1684716480000,26628.32000000,26661.75000000,26626.21000000,26644.12000000,70.61364000
1684716660000,26644.13000000,26669.46000000,26641.32000000,26658.22000000,38.41172000
1684716840000,26658.22000000,26664.28000000,26638.43000000,26657.25000000,36.70123000
1684717020000,26657.25000000,26660.62000000,26646.81000000,26656.11000000,47.28491000
1684717200000,26656.10000000,26678.06000000,26640.36000000,26677.79000000,59.26295000
1684717380000,26677.79000000,26688.23000000,26655.63000000,26655.63000000,65.63062000
1684717560000,26655.63000000,26655.64000000,26640.01000000,26642.23000000,44.43475000
1684717740000,26642.22000000,26642.23000000,26590.55000000,26605.03000000,265.70906000
1684717920000,26605.03000000,26620.82000000,26605.03000000,26617.92000000,44.51805000
1684718100000,26617.93000000,26660.87000000,26589.38000000,26660.86000000,113.40268000
1684718280000,26660.86000000,26673.12000000,26647.41000000,26647.42000000,53.23299000
1684718460000,26647.42000000,26670.00000000,26645.75000000,26663.98000000,27.95581000
1684718640000,26663.98000000,26663.99000000,26654.97000000,26659.84000000,10.97380000
1684718820000,26659.84000000,26670.89000000,26656.56000000,26668.26000000,70.38133000
1684719000000,26668.26000000,26668.27000000,26646.14000000,26646.15000000,43.56314000
1684719180000,26646.14000000,26648.90000000,26642.27000000,26642.28000000,16.91482000
1684719360000,26642.28000000,26645.35000000,26620.00000000,26630.54000000,41.68567000
1684719540000,26630.53000000,26674.99000000,26630.53000000,26656.46000000,154.44222000
1684719720000,26656.45000000,26659.48000000,26652.28000000,26652.78000000,19.15201000
1684719900000,26652.79000000,26653.48000000,26636.78000000,26636.78000000,20.86597000
1684720080000,26636.79000000,26636.79000000,26616.94000000,26617.89000000,19.42270000
1684720260000,26617.90000000,26627.30000000,26600.66000000,26600.67000000,31.58644000
1684720440000,26600.66000000,26615.68000000,26560.00000000,26585.53000000,159.29000000
1684720620000,26585.53000000,26589.91000000,26568.59000000,26584.17000000,85.99769000
1684720800000,26584.17000000,26584.17000000,26541.88000000,26564.08000000,206.22523000
1684720980000,26564.09000000,26571.42000000,26538.21000000,26550.57000000,113.13626000
1684721160000,26550.57000000,26590.03000000,26550.41000000,26576.40000000,154.25988000
1684721340000,26576.39000000,26611.38000000,26576.39000000,26611.37000000,70.99781000
1684721520000,26611.38000000,26619.71000000,26590.24000000,26619.71000000,95.80267000
1684721700000,26619.71000000,26652.39000000,26603.61000000,26640.90000000,55.18641000
1684721880000,26640.90000000,26649.73000000,26624.55000000,26635.32000000,51.13860000
1684722060000,26635.31000000,26638.49000000,26629.84000000,26638.48000000,36.17019000
