Timestamp,Open,High,Low,Close,Volume
1684713600000,26747.78000000,26761.79000000,26736.71000000,26760.59000000,116.14316000
1684713900000,26760.60000000,26779.34000000,26760.59000000,26779.33000000,28.86302000
1684714200000,26779.33000000,26779.51000000,26779.33000000,26779.51000000,26.37102000
1684714500000,26779.51000000,26779.54000000,26762.72000000,26766.18000000,33.24163000
1684714800000,26766.17000000,26766.18000000,26740.93000000,26740.93000000,35.26028000
1684715100000,26740.94000000,26740.94000000,26687.13000000,26700.04000000,103.17502000
1684715400000,26700.03000000,26700.04000000,26549.29000000,26603.11000000,871.05352000
1684715700000,26603.12000000,26641.30000000,26567.98000000,26641.30000000,183.45880000
1684716000000,26641.30000000,26641.30000000,26613.57000000,26627.99000000,120.76901000
1684716300000,26627.98000000,26661.75000000,26585.30000000,26659.81000000,139.47895000
1684716600000,26659.81000000,26669.46000000,26637.18000000,26662.03000000,83.21971000
1684716900000,26662.03000000,26662.03000000,26638.43000000,26656.11000000,73.53710000
1684717200000,26656.10000000,26686.59000000,26640.36000000,26686.58000000,99.71577000
1684717500000,26686.58000000,26688.23000000,26604.45000000,26607.18000000,128.70337000
1684717800000,26607.18000000,26627.17000000,26590.55000000,26617.92000000,251.13629000
1684718100000,26617.93000000,26673.12000000,26589.38000000,26663.87000000,154.87658000
1684718400000,26663.87000000,26670.00000000,26645.75000000,26657.00000000,42.23687000
1684718700000,26657.01000000,26670.89000000,26654.97000000,26668.26000000,78.83316000
1684719000000,26668.26000000,26668.27000000,26646.14000000,26648.89000000,52.85706000
1684719300000,26648.89000000,26665.16000000,26620.00000000,26656.07000000,94.87269000
1684719600000,26656.08000000,26674.99000000,26649.95000000,26652.78000000,128.02811000
1684719900000,26652.79000000,26653.48000000,26618.65000000,26618.65000000,30.45374000
1684720200000,26618.66000000,26627.30000000,26588.94000000,26615.67000000,93.30070000
1684720500000,26615.67000000,26615.68000000,26560.00000000,26584.17000000,193.40836000
1684720800000,26584.17000000,26584.17000000,26538.21000000,26550.56000000,306.78046000
1684721100000,26550.57000000,26595.42000000,26544.26000000,26595.41000000,193.82213000
1684721400000,26595.41000000,26619.71000000,26580.00000000,26619.71000000,139.81926000
1684721700000,26619.71000000,26652.39000000,26603.61000000,26644.25000000,91.67035000
1684722000000,26644.25000000,26644.25000000,26624.55000000,26641.49000000,54.13714000
1684722300000,26641.50000000,26646.99000000,26633.05000000,26639.66000000,93.88220000
1684722600000,26639.65000000,26656.40000000,26639.65000000,26649.95000000,108.92000000
1684722900000,26649.95000000,26657.99000000,26642.22000000,26657.98000000,92.18417000
1684723200000,26657.98000000,26662.00000000,26646.00000000,26657.83000000,113.14879000
1684723500000,26657.83000000,26658.80000000,26641.08000000,26651.62000000,65.53905000
1684723800000,26651.62000000,26666.04000000,26645.00000000,26651.50000000,109.38049000
1684724100000,26651.50000000,26651.50000000,26635.76000000,26649.67000000,58.12452000
1684724400000,26649.67000000,26651.50000000,26647.11000000,26651.50000000,21.84534000
