Timestamp,Open,High,Low,Close,Volume
1686009600000,25714.6,25741.7,25660.0,25679.2,14823.831
1686013200000,25679.2,25687.4,25601.0,25629.6,10989.463
1686016800000,25629.6,25783.2,25585.4,25752.8,13742.107
1686020400000,25752.8,25754.0,25703.1,25719.8,6029.684
1686024000000,25719.8,25794.0,25712.3,25785.0,6305.508
1686027600000,25785.0,25809.9,25739.5,25755.4,7973.954
1686031200000,25755.5,25790.0,25733.9,25752.6,7619.158
1686034800000,25752.7,25796.7,25685.3,25706.4,10914.239
1686038400000,25706.3,25735.9,25657.1,25688.3,10372.136
1686042000000,25688.3,25777.9,25678.3,25740.4,7384.642
1686045600000,25740.5,25786.3,25728.3,25730.0,6921.853
1686049200000,25729.9,25740.2,25624.1,25676.0,12762.245
1686052800000,25676.0,25734.3,25321.6,25524.4,81271.087
1686056400000,25524.4,25774.6,25364.8,25720.0,52551.226
1686060000000,25720.0,26100.0,25720.0,26014.2,83350.111
1686063600000,26014.2,26139.0,25912.1,26051.2,35232.153
1686067200000,26051.2,26400.0,26051.2,26360.9,54286.561
1686070800000,26360.9,26780.0,26280.0,26659.8,99537.84
1686074400000,26659.8,26776.2,26621.0,26687.2,26443.041
1686078000000,26687.3,27238.9,26677.6,27073.2,69183.848
1686081600000,27073.3,27222.0,26884.0,26939.0,50046.291
1686085200000,26939.0,27088.8,26934.3,27053.9,17630.473
1686088800000,27054.0,27184.0,27035.0,27138.7,13199.727
1686092400000,27138.8,27358.1,27105.5,27221.5,32874.471
1686096000000,27221.5,27394.4,27152.5,27170.2,30620.912
1686099600000,27170.2,27212.9,27054.0,27084.3,22673.319
1686103200000,27084.4,27091.3,26900.2,26930.2,29565.477
1686106800000,26930.2,26961.0,26714.3,26897.0,31513.395
1686110400000,26896.9,26959.0,26863.2,26917.3,12026.829
1686114000000,26917.2,26973.9,26860.6,26901.9,9767.777
1686117600000,26901.9,26932.3,26800.0,26819.5,9988.363
1686121200000,26819.6,26892.0,26741.0,26786.7,15227.048
1686124800000,26786.8,26833.5,26745.5,26810.1,10483.229
1686128400000,26810.2,26810.7,26400.0,26476.5,46586.815
1686132000000,26476.6,26620.0,26330.8,26582.9,46805.616
1686135600000,26582.9,26968.0,26564.0,26888.3,47274.269
